v_ei,D_star,Ar_i
0.350054409,2.0,0.9700544090000001
0.341619363,2.0,0.9616193630000001
0.350054409,2.0,0.9700544090000001
0.30450604000000003,2.0,0.55450604
0.286791564,2.0,0.536791564
0.3902878069999999,3.0,0.6402878069999999
0.42744889,3.0,0.92744889
0.417897844,3.0,0.9178978440000001
0.427085202,3.0,0.927085202
0.3105892519999999,2.0,0.560589252
0.3117925119999999,2.0,0.5617925119999999
0.286794964,2.0,0.536794964
0.286794964,2.0,0.536794964
0.38379914299999995,3.0,0.883799143
0.38379914299999995,3.0,0.883799143
0.366924501,2.0,0.946924501
0.351526746,2.0,0.9315267460000001
0.333184317,2.0,0.913184317
0.36823045499999996,2.0,0.738230455
0.35597479899999995,2.0,0.975974799
0.30913242,2.0,0.5591324200000001
0.355508271,2.0,0.725508271
0.350054409,2.0,0.9700544090000001
0.286794964,2.0,0.536794964
0.377320075,3.0,0.997320075
0.33740184,2.0,0.95740184
0.40720161299999996,3.0,0.592798387
0.40720161299999996,3.0,0.592798387
0.3002205499999999,2.0,0.8002205499999999
0.3134633599999999,2.0,0.9365366400000001
0.39189877999999995,3.0,0.89189878
0.37312760100000003,2.0,0.9931276010000001
0.29066150399999996,2.0,0.959338496
0.350054409,2.0,0.7799455909999999
0.350054409,2.0,0.9700544090000001
0.299444133,2.0,0.799444133
0.4006646849999999,3.0,0.849335315
0.350054409,2.0,0.7799455909999999
0.41695414499999994,3.0,0.9169541449999999
0.3982590689999999,3.0,0.9782590689999999
0.42372764499999993,3.0,0.9237276449999999
0.350054409,2.0,0.9700544090000001
0.341619363,2.0,0.9616193630000001
0.43436891,3.0,0.93436891
0.4348373039999999,3.0,0.934837304
0.39854467,3.0,0.97854467
0.350054409,2.0,0.9700544090000001
0.333184317,2.0,0.913184317
0.350054409,2.0,0.9700544090000001
0.423729355,3.0,0.923729355
0.427560515,3.0,0.9275605149999999
0.39384526999999997,3.0,0.3938452699999999
0.422780325,3.0,0.922780325
0.415304162,3.0,0.665304162
0.41695642499999996,3.0,0.41695642499999996
0.42372992499999995,3.0,0.923729925
0.414808737,3.0,0.664808737
0.278966644,2.0,0.858966644
0.350588472,2.0,0.9305884719999999
0.333184317,2.0,0.913184317
0.40101243000000003,3.0,0.84898757
0.399399819,3.0,0.850600181
0.32555232399999995,2.0,0.575552324
0.31946642,2.0,0.5694664199999999
0.298458188,2.0,0.548458188
0.3117952319999999,2.0,0.5617952319999999
0.358489455,2.0,0.938489455
0.392229639,3.0,0.607770361
0.408176163,3.0,0.591823837
0.29522660999999994,2.0,0.95477339
0.392229639,3.0,0.607770361
0.366926067,2.0,0.946926067
0.425732127,3.0,0.5742678729999999
0.33640584999999995,2.0,0.91359415
0.416149425,3.0,0.583850575
0.38379459299999996,3.0,0.616205407
0.39940546099999996,3.0,0.600594539
0.333184317,2.0,0.913184317
0.3824507,3.0,0.9624507
0.397493758,3.0,0.977493758
0.333184317,2.0,0.913184317
0.309136228,2.0,0.5591362280000001
0.409099731,3.0,0.590900269
0.32096568,2.0,0.57096568
0.38379459299999996,3.0,0.616205407
0.37879241199999997,3.0,0.998792412
0.43187636499999993,3.0,0.9318763649999999
0.40045211799999997,3.0,0.820452118
0.38973962,3.0,0.99026038
0.32054686999999993,2.0,0.8205468699999999
0.32096077999999995,2.0,0.82096078
0.286791564,2.0,0.786791564
0.380668793,3.0,0.999331207
0.389238885,3.0,0.8092388850000001
0.299444133,2.0,0.799444133
0.299444133,2.0,0.799444133
0.32730251200000005,2.0,0.7473025120000001
0.299444133,2.0,0.799444133
0.37567443899999997,3.0,0.995674439
0.30913446,2.0,0.55913446
0.256467966,2.0,0.626467966
0.24883385700000002,2.0,0.618833857
0.286794964,2.0,0.536794964
0.29164649200000003,2.0,0.541646492
0.37732422499999996,3.0,0.957324225
0.31139450799999996,2.0,0.561394508
0.38792147,3.0,0.9679214700000001
0.392229639,3.0,0.607770361
0.38379459299999996,3.0,0.616205407
0.333184317,2.0,0.913184317
0.37140184800000003,2.0,0.741401848
0.30686775099999997,2.0,0.806867751
0.38379459299999996,3.0,0.616205407
0.37140087600000005,2.0,0.741400876
0.42373676499999996,3.0,0.6737367649999999
0.4357052449999999,3.0,0.9357052449999999
0.36966488399999997,2.0,0.739664884
0.38379459299999996,3.0,0.616205407
0.3653964,2.0,0.7353964
0.30913242,2.0,0.5591324200000001
0.417258114,3.0,0.667258114
0.38379459299999996,3.0,0.616205407
0.286794964,2.0,0.536794964
0.3195413979999999,2.0,0.8195413979999999
0.370208303,2.0,0.990208303
0.36687071,2.0,0.98687071
0.374325635,2.0,0.994325635
0.371397474,2.0,0.991397474
0.37139941800000004,2.0,0.9913994180000001
0.36272043,2.0,0.98272043
0.350054409,2.0,0.9700544090000001
0.350054409,2.0,0.9700544090000001
0.367040795,2.0,0.987040795
0.37567443899999997,3.0,0.995674439
0.338817017,2.0,0.9911829830000001
0.389303163,3.0,0.719303163
0.360825785,2.0,0.969174215
0.42671108699999993,3.0,0.8232889130000001
0.386412125,3.0,0.743587875
0.4064999349999999,3.0,0.923500065
0.36822802499999996,2.0,0.961771975
0.413688275,3.0,0.756311725
0.369960615,2.0,0.949960615
0.374660705,2.0,0.955339295
0.37663979099999995,3.0,0.9533602090000001
0.38144753000000003,3.0,0.96144753
0.34790264900000006,2.0,0.8220973509999999
0.38221907499999996,3.0,0.747780925
0.436179415,3.0,0.813820585
0.37526675499999995,3.0,0.9547332450000001
0.40818701899999993,3.0,0.9218129810000001
0.35764528800000006,2.0,0.687645288
0.36486808299999995,2.0,0.6948680829999999
0.37732455699999995,3.0,0.9526754430000001
0.386413655,3.0,0.9435863449999999
0.386413655,3.0,0.966413655
0.364549955,2.0,0.8054500450000001
0.377323561,3.0,0.952676439
0.350047159,2.0,0.979952841
0.309136228,2.0,0.5591362280000001
0.286794964,2.0,0.536794964
0.257268903,2.0,0.587268903
0.38094492500000005,3.0,0.999055075
0.36428774700000005,2.0,0.694287747
0.231963765,2.0,0.561963765
0.350054409,2.0,0.9700544090000001
0.36428625300000006,2.0,0.984286253
0.350054409,2.0,0.9700544090000001
0.3837973229999999,3.0,0.6337973229999999
0.30330142000000004,2.0,0.80330142
0.3042813,2.0,0.5542813
0.30428497199999993,2.0,0.5542849719999999
0.30450889600000003,2.0,0.804508896
0.3639821670000001,2.0,0.7339821670000001
0.3327983889999999,2.0,0.752798389
0.444497941,3.0,0.9444979410000001
0.3214615599999999,2.0,0.8214615599999999
0.35360586799999993,2.0,0.773605868
0.311620491,2.0,0.811620491
0.2849944020000001,2.0,0.7049944020000001
0.33740584,2.0,0.7074058400000001
0.39190169199999997,3.0,0.891901692
0.41809066100000003,3.0,0.831909339
0.43187636499999993,3.0,0.9318763649999999
0.39028289299999996,3.0,0.9397171070000001
0.44096617099999996,3.0,0.9409661709999999
0.36574386200000003,2.0,0.964256138
0.4006646849999999,3.0,0.849335315
0.38930107500000005,3.0,0.940698925
0.38379914299999995,3.0,0.883799143
0.37732837499999994,3.0,0.4573283749999999
0.36309653099999994,2.0,0.4430965309999999
0.34115723600000003,2.0,0.421157236
0.27208189899999996,2.0,0.6020818989999999
0.340613076,2.0,0.670613076
0.320535548,2.0,0.6505355479999999
0.426425832,3.0,0.6764258320000001
0.41680135499999993,3.0,0.6668013549999999
0.39190169199999997,3.0,0.641901692
0.30172191000000004,2.0,0.55172191
0.30296154,2.0,0.55296154
0.41695414499999994,3.0,0.9169541449999999
0.373064235,2.0,0.953064235
0.373064235,2.0,0.953064235
0.379124735,3.0,0.9591247350000001
0.38930107500000005,3.0,0.9693010750000001
0.42632142999999995,3.0,0.92632143
0.25505932499999995,2.0,0.6250593249999999
0.259124451,2.0,0.629124451
0.24883385700000002,2.0,0.618833857
0.333184317,2.0,0.913184317
0.333184317,2.0,0.913184317
0.24883385700000002,2.0,0.618833857
0.36605776999999995,2.0,0.9460577699999999
0.36605776999999995,2.0,0.9460577699999999
0.333184317,2.0,0.913184317
0.286793604,2.0,0.786793604
0.41725538399999995,3.0,0.917255384
0.39028453099999993,3.0,0.8902845309999999
0.299444133,2.0,0.799444133
0.38379914299999995,3.0,0.883799143
0.4284672479999999,3.0,0.9284672479999999
0.45005647499999996,3.0,0.950056475
0.35854088,2.0,0.72854088
0.35703528300000004,2.0,0.727035283
0.361287945,2.0,0.731287945
0.36302085900000003,2.0,0.733020859
0.416958135,3.0,0.833041865
0.38379459299999996,3.0,0.633794593
0.38057392399999995,3.0,0.999426076
0.41911286999999997,3.0,0.83088713
0.35008515900000003,2.0,0.970085159
0.401014068,3.0,0.6510140680000001
0.36539320000000003,2.0,0.9853932000000001
0.350054409,2.0,0.9700544090000001
0.333184317,2.0,0.913184317
0.333184317,2.0,0.913184317
0.33740647999999995,2.0,0.45740647999999995
0.355510215,2.0,0.975510215
0.35112248,2.0,0.47112248
0.35797992,2.0,0.47797992
0.37306627500000006,2.0,0.9530662750000001
0.37306576500000005,2.0,0.9530657650000001
0.35798231999999996,2.0,0.47798231999999996
0.371403669,2.0,0.991403669
0.35797944,2.0,0.4779794399999999
0.38035315500000005,3.0,0.9603531550000001
0.380351625,3.0,0.960351625
0.35111928000000003,2.0,0.47111928000000003
0.366368105,2.0,0.9863681049999999
0.380351625,3.0,0.999648375
0.366924501,2.0,0.7630754989999999
0.371837345,2.0,0.991837345
0.386412125,3.0,0.743587875
0.37467246000000004,2.0,0.9946724600000001
0.30171784999999995,2.0,0.80171785
0.299444133,2.0,0.799444133
0.25912764299999996,2.0,0.6291276429999999
0.25017488099999996,2.0,0.620174881
0.4183677449999999,3.0,0.9183677449999998
0.409455956,3.0,0.40945595599999995
0.42632807999999994,3.0,0.92632808
0.39809087499999996,3.0,0.39809087499999996
0.42650867499999995,3.0,0.926508675
0.407199975,3.0,0.9071999749999999
0.4355943799999999,3.0,0.93559438
0.427560515,3.0,0.9275605149999999
0.286791564,2.0,0.536791564
0.286794964,2.0,0.536794964
0.205838454,2.0,0.455838454
0.40720816499999996,3.0,0.4072081649999999
0.41629233099999996,3.0,0.41629233099999996
0.399404369,3.0,0.399404369
0.380351625,3.0,0.7103516249999999
0.257268903,2.0,0.587268903
0.231963765,2.0,0.561963765
0.3817052469999999,3.0,0.9617052469999999
0.4045983609999999,3.0,0.984598361
0.3817073829999999,3.0,0.9617073829999999
0.39028289299999996,3.0,0.970282893
0.333184317,2.0,0.913184317
0.333184317,2.0,0.913184317
0.34712354,2.0,0.92712354
0.35948056000000006,2.0,0.9794805600000001
0.32090544499999996,2.0,0.929094555
0.31770547499999996,2.0,0.9322945250000001
0.380588547,3.0,0.960588547
0.312115787,2.0,0.937884213
0.32428646499999997,2.0,0.9257135350000001
0.37167649,2.0,0.9516764900000001
0.36681632000000003,2.0,0.98681632
0.424430052,3.0,0.825569948
0.40945177000000005,3.0,0.84054823
0.353643429,2.0,0.976356571
0.36719846,2.0,0.9628015400000001
0.386413655,3.0,0.9435863449999999
0.377323561,3.0,0.997323561
0.358489455,2.0,0.9784894550000001
0.35901215999999997,2.0,0.9790121599999999
0.41735312399999996,3.0,0.9173531239999999
0.38873288,3.0,0.9912671200000001
0.44380574899999997,3.0,0.943805749
0.320537068,2.0,0.4905370680000001
0.34008350800000003,2.0,0.5100835080000001
0.272960787,2.0,0.4429607870000001
0.35853912,2.0,0.72853912
0.407836793,3.0,0.907836793
0.37140466499999997,2.0,0.7414046649999999
0.4339061349999999,3.0,0.933906135
0.36510512000000006,2.0,0.9851051200000001
0.35682472000000004,2.0,0.97682472
0.3817068489999999,3.0,0.8017068489999999
0.223528719,2.0,0.6435287190000001
0.26570394899999994,2.0,0.685703949
0.37910125499999997,3.0,0.709101255
0.352362989,2.0,0.5223629890000001
0.27208031299999996,2.0,0.6020803129999999
0.39062019899999995,3.0,0.5606201989999999
0.231963765,2.0,0.561963765
0.357446638,2.0,0.527446638
0.399399819,3.0,0.899399819
0.408176163,3.0,0.908176163
0.20912037,2.0,0.7091203699999999
0.21092104,2.0,0.71092104
0.42372764499999993,3.0,0.9237276449999999
0.318619174,2.0,0.931380826
0.408176163,3.0,0.908176163
0.318199351,2.0,0.9318006489999999
0.388230275,3.0,0.9917697249999999
0.38990781300000005,3.0,0.9900921869999999
0.39084436800000005,3.0,0.950844368
0.408814224,3.0,0.968814224
0.425319504,3.0,0.985319504
0.3247492709999999,2.0,0.8847492709999999
0.37910025899999994,3.0,0.799100259
0.227307619,2.0,0.647307619
0.26570394899999994,2.0,0.685703949
0.397371195,3.0,0.7073711950000001
0.398402667,3.0,0.7084026670000001
0.444190451,3.0,0.944190451
0.349018904,2.0,0.6590189040000001
0.434050071,3.0,0.9340500709999999
0.381954895,3.0,0.6919548950000001
0.377323561,3.0,0.9573235609999999
0.391453194,3.0,0.971453194
0.333184317,2.0,0.913184317
0.36429422100000003,2.0,0.44429422100000004
0.37732804299999995,3.0,0.45732804299999996
0.32730251200000005,2.0,0.407302512
0.24039881099999996,2.0,0.6103988109999999
0.24883385700000002,2.0,0.618833857
0.45366047099999995,3.0,0.953660471
0.42510286499999994,3.0,0.9251028649999999
0.3091365,2.0,0.5591364999999999
0.44446693499999995,3.0,0.9444669349999999
0.31372257,2.0,0.5637225699999999
0.425732127,3.0,0.9257321270000001
0.227307619,2.0,0.647307619
0.3829898729999999,3.0,0.802989873
0.257268903,2.0,0.6772689030000001
0.371981017,2.0,0.9919810170000001
0.36822802499999996,2.0,0.988228025
0.400855203,3.0,0.900855203
0.38379914299999995,3.0,0.883799143
0.36429189700000003,2.0,0.44429189700000005
0.37141047499999996,2.0,0.45141047499999987
0.32730251200000005,2.0,0.407302512
0.233052404,2.0,0.793052404
0.18346766099999998,2.0,0.743467661
0.3893426929999999,3.0,0.949342693
0.34481061999999996,2.0,0.9048106199999999
0.38379459299999996,3.0,0.616205407
0.38379459299999996,3.0,0.616205407
0.38379459299999996,3.0,0.616205407
0.399398181,3.0,0.600601819
0.407199975,3.0,0.5928000250000001
0.407199975,3.0,0.5928000250000001
0.416149425,3.0,0.583850575
0.392229639,3.0,0.607770361
0.392229639,3.0,0.607770361
0.399401821,3.0,0.600598179
0.434050071,3.0,0.5659499290000001
0.38379459299999996,3.0,0.616205407
0.4006646849999999,3.0,0.599335315
0.399398181,3.0,0.600601819
0.407199975,3.0,0.5928000250000001
0.399571285,3.0,0.8195712850000001
0.41563749499999997,3.0,0.6656374949999999
0.370600677,2.0,0.790600677
0.444498523,3.0,0.944498523
0.424774989,3.0,0.674774989
0.413688275,3.0,0.6636882749999999
0.39043306499999997,3.0,0.890433065
0.34074529500000006,2.0,0.7607452950000001
0.3042813,2.0,0.5542813
0.24039881099999996,2.0,0.6103988109999999
0.30913174,2.0,0.55913174
0.20244110399999998,2.0,0.45244110400000004
0.24883385700000002,2.0,0.618833857
0.374988531,2.0,0.954988531
0.399398181,3.0,0.9793981810000001
0.333184317,2.0,0.913184317
0.37732156899999997,3.0,0.9973215689999999
0.370205647,2.0,0.990205647
0.333184317,2.0,0.913184317
0.350054409,2.0,0.9700544090000001
0.4006646849999999,3.0,0.849335315
0.333184317,2.0,0.913184317
0.350054409,2.0,0.9700544090000001
0.350054409,2.0,0.9700544090000001
0.26570394899999994,2.0,0.685703949
0.40882697700000004,3.0,0.908826977
0.414810969,3.0,0.8351890310000001
0.355975795,2.0,0.935975795
0.3431092,2.0,0.9631092
0.36368536,2.0,0.73368536
0.377323561,3.0,0.797323561
0.36455352500000004,2.0,0.9445535250000001
0.355975795,2.0,0.975975795
0.43390727499999987,3.0,0.9339072749999999
0.366924501,2.0,0.946924501
0.223528719,2.0,0.6435287190000001
0.425732127,3.0,0.8242678729999999
0.366924501,2.0,0.946924501
0.350054409,2.0,0.9700544090000001
0.341619363,2.0,0.7116193630000001
0.3247492709999999,2.0,0.9947492709999999
0.346731711,2.0,0.983268289
0.28774903499999993,2.0,0.957749035
0.32027092999999995,2.0,0.82027093
0.392946827,3.0,0.972946827
0.41481078299999996,3.0,0.914810783
0.392946827,3.0,0.972946827
0.3195391779999999,2.0,0.8195391779999999
0.358402051,2.0,0.938402051
0.286794964,2.0,0.536794964
0.299444133,2.0,0.799444133
0.299444133,2.0,0.799444133
0.299444133,2.0,0.799444133
0.333184317,2.0,0.913184317
0.333184317,2.0,0.913184317
0.231963765,2.0,0.561963765
0.371837345,2.0,0.991837345
0.35849149500000005,2.0,0.7284914950000001
0.399400365,3.0,0.899400365
0.381844305,3.0,0.9618443050000001
0.381844305,3.0,0.9618443050000001
0.350057729,2.0,0.6800577289999999
0.4155895649999999,3.0,0.9155895649999999
0.35798263999999996,2.0,0.72798264
0.39940345899999996,3.0,0.649403459
0.392231313,3.0,0.892231313
0.286793604,2.0,0.536793604
0.25727000099999997,2.0,0.5872700009999999
0.350054409,2.0,0.7200544090000001
0.366924501,2.0,0.946924501
0.341620821,2.0,0.711620821
0.41601990499999997,3.0,0.916019905
0.29522660999999994,2.0,0.79522661
0.29522660999999994,2.0,0.79522661
0.307879179,2.0,0.807879179
0.3753595469999999,3.0,0.9553595469999999
0.358489455,2.0,0.9784894550000001
0.357982,2.0,0.977982
0.40720270499999994,3.0,0.592797295
0.33740184,2.0,0.45740183999999995
0.20244110399999998,2.0,0.702441104
0.206161926,2.0,0.706161926
0.33740728,2.0,0.45740727999999997
0.350054409,2.0,0.9700544090000001
0.38379459299999996,3.0,0.616205407
0.319271735,2.0,0.8192717350000001
0.31877363,2.0,0.8187736299999999
0.268454351,2.0,0.6884543510000001
0.286792788,2.0,0.5367927880000001
0.29522660999999994,2.0,0.95477339
0.36349148400000003,2.0,0.6134914840000001
0.350054409,2.0,0.7200544090000001
0.24094176299999998,2.0,0.6609417630000001
0.3042813,2.0,0.5542813
0.359482,2.0,0.729482
0.37909793499999994,3.0,0.799097935
0.286791564,2.0,0.963208436
0.286791564,2.0,0.536791564
0.398860539,3.0,0.898860539
0.423731635,3.0,0.923731635
0.408176163,3.0,0.908176163
0.286791564,2.0,0.786791564
0.299444133,2.0,0.799444133
0.286791564,2.0,0.536791564
0.24039881099999996,2.0,0.6103988109999999
0.392231313,3.0,0.892231313
0.29522660999999994,2.0,0.54522661
0.402503442,3.0,0.902503442
0.44211329299999996,3.0,0.942113293
0.24039881099999996,2.0,0.6103988109999999
0.38379459299999996,3.0,0.883794593
0.3912419529999999,3.0,0.9387580470000001
0.359135975,2.0,0.939135975
0.422780325,3.0,0.922780325
0.414808737,3.0,0.914808737
0.35607640500000004,2.0,0.976076405
0.40589030299999995,3.0,0.905890303
0.38379459299999996,3.0,0.866205407
0.379129325,3.0,0.950870675
0.355975795,2.0,0.935975795
0.355455602,2.0,0.974544398
0.39550417500000007,3.0,0.9755041750000001
0.4250988749999999,3.0,0.9250988749999999
0.392229639,3.0,0.892229639
0.409099731,3.0,0.840900269
0.37909693899999997,3.0,0.999096939
0.40750564399999994,3.0,0.907505644
0.298927252,2.0,0.5489272519999999
0.29868115999999995,2.0,0.7986811599999999
0.392231313,3.0,0.607768687
0.30330264400000007,2.0,0.5533026440000001
0.4006646849999999,3.0,0.599335315
0.304760428,2.0,0.804760428
0.30330482000000003,2.0,0.55330482
0.30428333999999996,2.0,0.55428334
0.33113186999999994,2.0,0.8911318699999999
0.358489455,2.0,0.918489455
0.38804688300000006,3.0,0.9480468830000001
0.37306576500000005,2.0,0.933065765
0.407836793,3.0,0.842163207
0.29845138800000004,2.0,0.798451388
0.35682472000000004,2.0,0.97682472
0.37118571100000003,2.0,0.991185711
0.39940091099999997,3.0,0.899400911
0.30013336799999996,2.0,0.800133368
0.36397601100000004,2.0,0.983976011
0.422780325,3.0,0.827219675
0.3627261,2.0,0.9827261
0.399398181,3.0,0.600601819
0.37879589799999996,3.0,0.998795898
0.3002205499999999,2.0,0.8002205499999999
0.4250988749999999,3.0,0.5749011250000001
0.29163996400000003,2.0,0.791639964
0.399398181,3.0,0.600601819
0.20244110399999998,2.0,0.702441104
0.407199975,3.0,0.5928000250000001
0.350054409,2.0,0.9700544090000001
0.3454979,2.0,0.7654979000000001
0.3091331,2.0,0.9408669000000001
0.320531748,2.0,0.740531748
0.30723104999999995,2.0,0.94276895
0.29262310799999997,2.0,0.9573768920000001
0.286791564,2.0,0.963208436
0.26570394899999994,2.0,0.685703949
0.364551995,2.0,0.694551995
0.340512357,2.0,0.670512357
0.35744879599999996,2.0,0.687448796
0.355508271,2.0,0.975508271
0.36822948299999997,2.0,0.988229483
0.23716042499999995,2.0,0.817160425
0.3042813,2.0,0.9457187
0.34912919700000006,2.0,0.719129197
0.41680023899999996,3.0,0.916800239
0.366368105,2.0,0.946368105
0.400851483,3.0,0.9008514830000001
0.3002188699999999,2.0,0.9497811300000001
0.33882096,2.0,0.7088209599999999
0.40750073000000003,3.0,0.90750073
0.262700282,2.0,0.842700282
0.415302524,3.0,0.915302524
0.33740584,2.0,0.7074058400000001
0.35744879599999996,2.0,0.527448796
0.3654004,2.0,0.7354004000000001
0.36487107099999994,2.0,0.534871071
0.33684781900000005,2.0,0.5068478190000001
0.333184317,2.0,0.913184317
0.257268903,2.0,0.927268903
0.286791564,2.0,0.963208436
0.392229639,3.0,0.857770361
0.358489455,2.0,0.938489455
0.352365359,2.0,0.9776346410000001
0.38035366500000006,3.0,0.9603536650000001
0.29522660999999994,2.0,0.95477339
0.34559316300000004,2.0,0.984406837
0.4094545,3.0,0.6594545
0.3105892519999999,2.0,0.560589252
0.3149657,2.0,0.5649657
0.409099731,3.0,0.909099731
0.286791564,2.0,0.786791564
0.299444133,2.0,0.799444133
0.30428469999999996,2.0,0.5542847
0.30330346,2.0,0.55330346
0.4136946449999999,3.0,0.6636946449999999
0.405891031,3.0,0.655891031
0.30913473199999997,2.0,0.559134732
0.286794964,2.0,0.536794964
0.42576197499999996,3.0,0.9257619749999999
0.42372764499999993,3.0,0.9237276449999999
0.38184221700000004,3.0,0.9981577829999999
0.4168028429999999,3.0,0.9168028429999999
0.36368536,2.0,0.98368536
0.4184525699999999,3.0,0.9184525699999999
0.26570394899999994,2.0,0.685703949
0.38379459299999996,3.0,0.616205407
0.345502004,2.0,0.765502004
0.408176163,3.0,0.591823837
0.340080468,2.0,0.7600804680000001
0.299444133,2.0,0.799444133
0.29522940999999997,2.0,0.7952294099999999
0.40818267299999994,3.0,0.591817327
0.37020614500000004,2.0,0.740206145
0.35112072,2.0,0.72112072
0.341619363,2.0,0.7116193630000001
0.355508271,2.0,0.725508271
0.408176163,3.0,0.591823837
0.350054409,2.0,0.9700544090000001
0.361286973,2.0,0.981286973
0.42576482499999996,3.0,0.9257648249999999
0.41601874099999997,3.0,0.916018741
0.37567443899999997,3.0,0.995674439
0.35168008,2.0,0.9716800800000001
0.39940091099999997,3.0,0.649400911
0.39190169199999997,3.0,0.641901692
0.333184317,2.0,0.913184317
0.333184317,2.0,0.913184317
0.309132556,2.0,0.559132556
0.34739806500000003,2.0,0.717398065
0.350055903,2.0,0.930055903
0.41481208499999994,3.0,0.9148120849999999
0.392229639,3.0,0.892229639
0.377323561,3.0,0.9573235609999999
0.36368536,2.0,0.73368536
0.35682920000000007,2.0,0.7268292000000001
0.35682920000000007,2.0,0.7268292000000001
0.35112072,2.0,0.72112072
0.35111928000000003,2.0,0.72111928
0.341619363,2.0,0.7116193630000001
0.358489455,2.0,0.938489455
0.341619363,2.0,0.7116193630000001
0.286792788,2.0,0.5367927880000001
0.366924501,2.0,0.946924501
0.4250988749999999,3.0,0.9250988749999999
0.409099731,3.0,0.909099731
